,Comments,Positive,Negative,Neutral,Compound,Sentiment
9043,sorry dumb question exactly looking look trends common things look data scientist really need understand data well creative find interesting things data resources suggest go eda beginner,0.224,0.134,0.641,0.4767,Positive
9044,damn boi growing fast lol,0.489,0.293,0.217,0.2023,Positive
9045,congrats ken question youhow feature selection imbalanced data need original data imbalanced oversampled data smote  better,0.398,0.0,0.602,0.8225,Positive
9046,good content 👍🏻,0.592,0.0,0.408,0.4404,Positive
9047,time  dont feel bad thanks ,0.345,0.291,0.363,0.1139,Positive
9048,learn data science data science course coursera,0.0,0.0,1.0,0.0,Neutral
9049,pass high school data science still useful demanding ,0.269,0.176,0.556,0.25,Positive
9050,congratulations videos helpful also opinion  datascience course,0.573,0.0,0.427,0.7717,Positive
9051,hey kenas beginner learn fundamentals machine learning first know python jump maths,0.0,0.0,1.0,0.0,Neutral
9052,hickey ,0.0,0.0,1.0,0.0,Neutral
9053,great video thank sharing may ask route took becoming data scientist go school majored something relevant self starter mathematician learned coding know loaded question topic video info much appreciated thank,0.378,0.0,0.622,0.9349,Positive
9054,point projects kaggle stage  stage  ,0.0,0.0,1.0,0.0,Neutral
9055,sir content great reachable everyone want thisthats channel  subscribers try reach people million subscribers far,0.351,0.0,0.649,0.6705,Positive
9056,congratulations many informative channels id say im lucky find given youtube algorithm friendly smaller youtubersvideo idea analyze youtube channel data,0.368,0.0,0.632,0.872,Positive
9057,hi ken thank great video fouryear experience datarisk analyst  think suggestion makes lot sense master degree could great choice want move data scientist type role wonder could share thought little bit  master ds vs stats concern ds programs relatively new maybe hiring managers suspicious program expectation candidates established yet would rather choose candidates stats background plus fundamental knowledge stat could potential help solving hard core tasks career later could please share thought please thanks,0.309,0.042,0.65,0.9723,Positive
9058,good stuff,0.744,0.0,0.256,0.4404,Positive
9059,sir couple problems unrelated video  year engineering student india planning go ms data science usa  year  ms data science really worth current future industry persepectie like seeing people prefer  years industrial experience  years masters really like ml want publish papers domain  read couple books ml dl confused whether  start learning practical application mllike build model next make model interactive useful like dont want show companies py file solve problem maybe go mlopsdevops  ml  read research papers learn new advance algo techniques books course teaches u start competition maybe go writing research paper would helpful  ms admission good collegecan u help like advice would help lot direction working gaining much knowledge little practical knowledge impelntingthanx sorry long question,0.242,0.064,0.693,0.9679,Positive
9060,twitterscraper username user csv namecsv  works great thank much list replies collect replies file,0.355,0.0,0.645,0.765,Positive
9061,congratulations ken next stop  subscribers,0.429,0.242,0.33,0.4019,Positive
9062,nice  thank ,1.0,0.0,0.0,0.6486,Positive
9063,hey  great content  wonder market data scientist  think good idea go bootcamps like springboard  want ai focus  python r learn ,0.419,0.0,0.581,0.8689,Positive
9064,hi ken thank much help wonderful videos  years old come far fondness nba fantasy games would like go little deeper courses mathletics python r sabermetrics  think waste time considering mathematical education institute thanks,0.39,0.061,0.548,0.9325,Positive
9065,truly helpful mate thanks 👍🏽,0.811,0.0,0.189,0.8225,Positive
9066,ken jee keyboard using,0.0,0.0,1.0,0.0,Neutral
9067,better learn machine learning python learnt octave   great video ,0.5,0.0,0.5,0.7906,Positive
9068,hello  im japanthis video fantasticmy goal lead japanese ds world make world great,0.255,0.0,0.745,0.6249,Positive
9069,opinion certified bootcamp good way go available,0.326,0.0,0.674,0.4404,Positive
9070,thank tooplease dont like youtubers stop replying comments viewers invest valuable time videos learning therefore please try level best reply commentstake care keep good work,0.512,0.054,0.434,0.9515,Positive
9071,data science makes head hurt wish ran video still school literally graduated today,0.158,0.199,0.643,-0.1779,Negative
9072,cant seem figure query twitter handle,0.0,0.0,1.0,0.0,Neutral
9073,want learn data science hoping career change ive started programming python since  also machine learning stuff im easily distracted therefore unable focus thanks video,0.305,0.078,0.617,0.7184,Positive
9074,used hate lambda function  really got  good understanding video thank much,0.327,0.213,0.46,0.2449,Positive
9075,hey ken congrats today applying data analyst roles remember saying great roles people want pursue data science arent quite yet think said anyway  wondering tips pursuing roles honor  subscriber  video like say took online sql course somewhere discovered sql lahmans baseball tutorial great supplement thats found channel keep good work,0.333,0.0,0.667,0.9661,Positive
9076,great video dude think topic learners interested approached well actionable information fluff,0.497,0.0,0.503,0.836,Positive
9077,review github profile please  cs background thats dont feel confident,0.178,0.203,0.619,-0.0844,Negative
9078,yeah live streams,0.524,0.0,0.476,0.296,Positive
9079,thing really like video stress getting stuck projects months learning machine learning since started focusing actually projects actually feel like beginning understand going focusing programming algebra statistics felt like going motions started trying projects like waking finally learning wish gotten stuck projects much sooner,0.244,0.124,0.632,0.7788,Positive
9080,another great video  thanks man,0.7,0.0,0.3,0.7906,Positive
9081,forgot step learn basic concepts data science machine learningbasic statistics wont cover copying code found kaggle without understanding things done way good way pick terrible habits like understanding overfitting example,0.152,0.087,0.761,0.3182,Positive
9082,hey ken thank much currently trying transition consulting data science really struggling find ways demonstrate knowledge potential employers really helped projects dont look like daunting,0.084,0.175,0.741,-0.4025,Negative
9083,hi ken detailed video different ways assess accuracy model,0.0,0.0,1.0,0.0,Neutral
9084,try use raw button theres one top editor within page want get code,0.22,0.0,0.78,0.2732,Positive
9085,insightful eager begin data science journey would like mentored  looking someone willing mentor,0.312,0.0,0.688,0.6124,Positive
9086,thanks wonderful project walk  teacher,0.688,0.0,0.312,0.765,Positive
9087,cool man,0.697,0.0,0.303,0.3182,Positive
9088,found channel days ago think finally realized route want take cs degree  thanks sincerely computer science student,0.343,0.0,0.657,0.743,Positive
